"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"tokenizers","tokenizers","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.3.0",NA,"R (>= 3.1.3)","stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","Rcpp","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"topicmodels","topicmodels","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.2-14",NA,"R (>= 2.15.0)","stats4, methods, modeltools, slam, tm (>= 0.6)",NA,"lattice, lda, OAIHarvester, SnowballC, corpus.JSS.papers",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"treemap","treemap","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.4-3",NA,"R (>= 2.10)","colorspace, data.table (>= 1.8.8), ggplot2, grid, gridBase,
igraph, methods, RColorBrewer, shiny (>= 0.12.0)",NA,"knitr, markdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"treemapify","treemapify","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.5.5",NA,"R (>= 3.6)","ggplot2 (>= 2.2.1), ggfittext (>= 0.5.0), grid (>= 3.1)",NA,"knitr, rmarkdown, testthat, vdiffr, spelling",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"triebeard","triebeard","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.4.1",NA,NA,"Rcpp","Rcpp","knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"tseries","tseries","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.10-53",NA,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"TSP","TSP","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2-4",NA,"R (>= 3.5.0)","graphics, foreach, utils, stats, grDevices",NA,"maps, doParallel, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"tsviz","tsviz","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1.0",NA,"R (>= 3.5)","dplyr (>= 0.8), lubridate (>= 1.7), plotly (>= 4.9), shiny (>=
1.2), miniUI (>= 0.1.1), forecast (>= 8.7), ggplot2 (>= 3.0),
magrittr (>= 1.5), shinyhelper (>= 0.3.1)",NA,"testthat (>= 2.1.0), lintr (>= 1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"TTR","TTR","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.24.3",NA,NA,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"tufte","tufte","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.12",NA,NA,"htmltools, knitr (>= 1.28), rmarkdown (>= 2.11), xfun (>=
0.13)",NA,"testthat (>= 3.1.0), withr (>= 2.3.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"tune","tune","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.0",NA,"R (>= 3.4)","cli (>= 3.3.0), dials (>= 1.0.0), dplyr (>= 1.0.8), foreach,
generics (>= 0.1.2), ggplot2, glue (>= 1.6.2), GPfit, hardhat
(>= 1.2.0), lifecycle (>= 1.0.0), parsnip (>= 1.0.2), purrr (>=
1.0.0), recipes (>= 1.0.4), rlang (>= 1.0.2), rsample (>=
1.0.0), tibble (>= 3.1.0), tidyr (>= 1.2.0), tidyselect (>=
1.1.2), vctrs (>= 0.6.1), withr, workflows (>= 1.0.0),
yardstick (>= 1.0.0)",NA,"C50, covr, kernlab, kknn, knitr, modeldata, spelling,
testthat (>= 3.0.0), xgboost, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"tvthemes","tvthemes","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3.2",NA,NA,"ggplot2 (>= 3.1.0), extrafont (>= 0.17), scales (>= 1.0.0),
magick (>= 2.0), grDevices (>= 3.5.3)",NA,"testthat (>= 2.1.1), dplyr (>= 0.8.0.1), cowplot (>= 0.9.4),
png (>= 0.1-7), glue (>= 1.3.1), stringr, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"tweenr","tweenr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.0.2",NA,"R (>= 3.2.0)","farver, magrittr, rlang, vctrs","cpp11 (>= 0.4.2)","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"twitteR","twitteR","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.9",NA,"R (>= 2.12.0)","methods, bit64, rjson, DBI (>= 0.3.1), httr (>= 1.0.0)",NA,"RSQLite, RMySQL",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.3"
"tzdb","tzdb","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.3.0",NA,"R (>= 3.4.0)",NA,"cpp11 (>= 0.4.2)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"udpipe","udpipe","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.8.11",NA,"R (>= 2.10)","Rcpp (>= 0.11.5), data.table (>= 1.9.6), Matrix, methods,
stats","Rcpp","knitr, rmarkdown, topicmodels, lattice, parallel",NA,"MPL-2.0",NA,NA,NA,NA,"yes","4.2.3"
"units","units","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.8-1",NA,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","NISTunits, measurements, xml2, magrittr, pillar (>= 1.3.0),
dplyr (>= 1.0.0), vctrs (>= 0.3.1), ggplot2 (> 3.2.1), testthat
(>= 3.0.0), vdiffr, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"UpSetR","UpSetR","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.4.0",NA,"R (>= 3.0)","ggplot2, gridExtra, plyr, utils, stats, methods, grDevices,
scales",NA,"knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"urca","urca","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3-3",NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"urlchecker","urlchecker","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.1",NA,"R (>= 3.3)","cli, curl, tools, xml2",NA,"covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"urltools","urltools","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.7.3",NA,"R (>= 2.10)","Rcpp, methods, triebeard","Rcpp","testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"usethis","usethis","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.1.6",NA,"R (>= 3.4)","cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.0), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.0.0), rprojroot (>= 1.2), rstudioapi, stats, utils,
whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, mockr, pkgload, rmarkdown, roxygen2 (>=
7.1.2), spelling (>= 1.2), styler (>= 1.2.0), testthat (>=
3.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"usmap","usmap","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.6.1",NA,"R (>= 3.5.0)","rlang, usmapdata, utils",NA,"covr, ggplot2, ggrepel, knitr, maptools, proto, rgdal,
rmarkdown, scales, sp, stringr, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"usmapdata","usmapdata","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1.0",NA,"R (>= 3.5.0)","utils",NA,"covr, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"utf8","utf8","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.3",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"uuid","uuid","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1-0",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.0"
"V8","V8","C:/Users/Carolina/AppData/Local/R/win-library/4.2","4.3.0",NA,NA,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","Rcpp","testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"vcd","vcd","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.4-11",NA,"R (>= 2.10), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR3, coin",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"vctrs","vctrs","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.6.1",NA,"R (>= 3.5.0)","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.0)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), waldo (>= 0.2.0), withr, xml2,
zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"ViewPipeSteps","ViewPipeSteps","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1.0",NA,NA,"dplyr, rstudioapi, tibble",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"vipor","vipor","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.4.5",NA,"R (>= 3.0.0)","stats, graphics",NA,"testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"viridis","viridis","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.6.2",NA,"R (>= 2.10), viridisLite (>= 0.4.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, raster, rasterVis, httr, mapproj, vdiffr, svglite
(>= 1.2.0), testthat, covr, rmarkdown, rgdal, maps",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"viridisLite","viridisLite","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.4.1",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"visdat","visdat","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.6.0",NA,"R (>= 3.2.2)","ggplot2, tidyr, dplyr, purrr, readr, magrittr, stats, tibble,
glue, forcats, cli, scales",NA,"testthat (>= 3.0.0), plotly (>= 4.5.6), knitr, rmarkdown,
vdiffr, spelling, covr, stringr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"visNetwork","visNetwork","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.1.2",NA,"R (>= 3.0)","htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats",NA,"knitr, rmarkdown, webshot, igraph, rpart, shiny,
shinyWidgets, colourpicker, sparkline, ggraph, tidygraph,
flashClust",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"vistime","vistime","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.3",NA,"R (>= 3.2.0)","rlang, assertive.types (>= 0.0-3), plotly (>= 4.0.0), ggplot2
(>= 2.0.0), ggrepel (>= 0.7.0), RColorBrewer (>= 0.2.2)",NA,"prettydoc, knitr, rmarkdown, testthat (>= 3.0.0), covr,
highcharter (> 0.1.0)",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"vroom","vroom","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.6.1",NA,"R (>= 3.4)","bit64, cli (>= 3.2.0), crayon, glue, hms, lifecycle (>=
1.0.3), methods, rlang (>= 0.4.2), stats, tibble (>= 2.0.0),
tidyselect, tzdb (>= 0.1.1), vctrs (>= 0.2.0), withr","cpp11 (>= 0.2.0), progress (>= 1.2.1), tzdb (>= 0.1.1)","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
utils, waldo, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"waldo","waldo","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.4.0",NA,NA,"cli, diffobj (>= 0.3.4), fansi, glue, methods, rematch2, rlang
(>= 1.0.0), tibble",NA,"covr, R6, testthat (>= 3.0.0), withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"warp","warp","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.2.0",NA,"R (>= 3.2)",NA,NA,"covr, testthat (>= 2.1.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"WDI","WDI","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.7.8",NA,"R (>= 3.5.0)","jsonlite",NA,"curl, testthat, tidyr (>= 0.8.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"wdman","wdman","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.2.6",NA,"R (>= 3.2)","binman, assertthat, processx, yaml, semver(>= 0.2.0), utils",NA,"testthat, covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"webshot","webshot","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.5.4",NA,"R (>= 3.0)","magrittr, jsonlite, callr",NA,"httpuv, knitr, rmarkdown, shiny, testthat (>= 3.0.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"webutils","webutils","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1",NA,NA,"curl (>= 2.5), jsonlite",NA,"httpuv, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"weights","weights","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.4",NA,"Hmisc","mice, gdata, lme4",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"wesanderson","wesanderson","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.3.6",NA,"R (>= 3.0)",NA,NA,"ggplot2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"whisker","whisker","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.4.1",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"whoami","whoami","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3.0",NA,NA,"httr, jsonlite, utils",NA,"covr, mockery, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"widgetframe","widgetframe","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.3.1",NA,"R (>= 3.1.0), htmlwidgets,","htmltools, purrr, magrittr, utils, tools",NA,"knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"widyr","widyr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1.5",NA,NA,"broom, dplyr, Matrix, purrr, reshape2, rlang, tibble, tidyr,
tidytext",NA,"countrycode, covr, fuzzyjoin, gapminder, ggplot2, ggraph,
igraph, irlba, janeaustenr, knitr, maps, rmarkdown, testthat,
unvotes (>= 0.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"withr","withr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.5.0",NA,"R (>= 3.2.0)","graphics, grDevices, stats",NA,"callr, covr, DBI, knitr, lattice, methods, rlang, rmarkdown
(>= 2.12), RSQLite, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"wk","wk","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.7.2",NA,"R (>= 2.10)",NA,NA,"testthat (>= 3.0.0), vctrs (>= 0.3.0), sf, tibble, readr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"wordcloud","wordcloud","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.6",NA,"methods, RColorBrewer","Rcpp (>= 0.9.4)","Rcpp","tm (>= 0.6), slam",NA,"LGPL-2.1",NA,NA,NA,NA,"yes","4.2.3"
"wordcloud2","wordcloud2","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.2.1",NA,"R (>= 3.1.0)","htmlwidgets, base64enc, grDevices, graphics",NA,"knitr, rmarkdown, webshot","shiny (>= 0.12)","GPL-2",NA,NA,NA,NA,"no","4.2.3"
"workflows","workflows","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.3",NA,"R (>= 3.4)","cli (>= 3.3.0), generics (>= 0.1.2), glue (>= 1.6.2), hardhat
(>= 1.2.0), lifecycle (>= 1.0.3), modelenv (>= 0.1.0), parsnip
(>= 1.0.3), rlang (>= 1.0.3), tidyselect (>= 1.2.0), vctrs (>=
0.4.1)",NA,"butcher (>= 0.2.0), covr, dials (>= 1.0.0), knitr, magrittr,
modeldata (>= 1.0.0), recipes (>= 1.0.0), rmarkdown, testthat
(>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"workflowsets","workflowsets","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.1",NA,"R (>= 3.5)","cli, dplyr (>= 1.0.0), generics (>= 0.1.2), ggplot2, glue,
hardhat (>= 1.2.0), lifecycle (>= 1.0.0), parsnip (>= 1.0.0),
pillar (>= 1.7.0), prettyunits, purrr, rlang, rsample (>=
0.0.9), stats, tibble (>= 3.1.0), tidyr, tune (>= 1.1.0),
vctrs, withr, workflows (>= 1.0.0)",NA,"covr, dials (>= 0.1.0), finetune, kknn, knitr, modeldata,
recipes (>= 1.0.0), rmarkdown, spelling, testthat (>= 3.0.0),
tidyclust, yardstick (>= 1.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"writexl","writexl","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.4.2",NA,NA,NA,NA,"spelling, readxl, nycflights13, testthat, bit64",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"xfun","xfun","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.37",NA,NA,"stats, tools",NA,"testit, parallel, codetools, rstudioapi, tinytex (>= 0.30),
mime, markdown (>= 1.5), knitr (>= 1.42), htmltools, remotes,
pak, rhub, renv, curl, jsonlite, magick, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"xgboost","xgboost","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.7.5.1",NA,"R (>= 3.3.0)","Matrix (>= 1.1-0), methods, data.table (>= 1.9.6), jsonlite
(>= 1.0),",NA,"knitr, rmarkdown, ggplot2 (>= 1.0.1), DiagrammeR (>= 0.9.0),
Ckmeans.1d.dp (>= 3.3.1), vcd (>= 1.3), testthat, lintr, igraph
(>= 1.0.1), float, crayon, titanic",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"xlsx","xlsx","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.6.5",NA,NA,"rJava, xlsxjars, grDevices, utils",NA,"rprojroot, testthat, covr, tibble, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"xlsxjars","xlsxjars","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.6.1",NA,"rJava",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.2.0"
"XML","XML","C:/Users/Carolina/AppData/Local/R/win-library/4.2","3.99-0.14",NA,"R (>= 4.0.0), methods, utils",NA,NA,"bitops, RCurl",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"xml2","xml2","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3.3",NA,"R (>= 3.1.0)","methods",NA,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"xmlparsedata","xmlparsedata","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.5",NA,"R (>= 3.0.0)",NA,NA,"covr, testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"xopen","xopen","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.0",NA,"R (>= 3.1)","processx",NA,"ps, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"xtable","xtable","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.8-4",NA,"R (>= 2.10.0)","stats, utils",NA,"knitr, plm, zoo, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"xts","xts","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.13.0",NA,"R (>= 3.6.0), zoo (>= 1.7-12)","methods","zoo","timeSeries, timeDate, tseries, chron, tis, tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"yaml","yaml","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.3.7",NA,NA,NA,NA,"RUnit",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"yardstick","yardstick","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.0",NA,"R (>= 3.4.0)","dplyr (>= 1.0.9), generics (>= 0.1.2), hardhat (>= 1.0.0),
rlang (>= 1.0.2), tidyselect (>= 1.1.2), utils, vctrs (>=
0.4.1)",NA,"covr, crayon, ggplot2, knitr, probably (>= 0.0.6), rmarkdown,
testthat (>= 3.0.0), tidyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"ymlthis","ymlthis","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1.7",NA,"R (>= 3.2)","crayon, fs, glue, magrittr, purrr (>= 0.3.2), rlang (>=
0.4.10), rmarkdown (>= 2.10), rstudioapi, stringr, usethis (>=
1.5.0), whoami, withr, yaml",NA,"blogdown, bookdown, covr, knitr, miniUI, pkgdown, prettydoc,
roxygen2 (>= 7.0.0), shiny, shinyBS, spelling, testthat (>=
3.0.0), xaringan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"yulab.utils","yulab.utils","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.0.6",NA,NA,"stats, utils",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"zip","zip","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.2.2",NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"zoo","zoo","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.8-11",NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"AER, coda, chron, ggplot2 (>= 3.0.0), mondate, scales,
stinepack, strucchange, timeDate, timeSeries, tis, tseries, xts",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"base","base","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,NA,NA,"methods",NA,"Part of R 4.2.3",NA,NA,NA,NA,NA,"4.2.3"
"boot.1","boot","C:/Program Files/R/R-4.2.3/library","1.3-28.1","recommended","R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,"Unlimited",NA,NA,NA,NA,"no","4.2.3"
"class.1","class","C:/Program Files/R/R-4.2.3/library","7.3-21","recommended","R (>= 3.0.0), stats, utils","MASS",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"cluster.1","cluster","C:/Program Files/R/R-4.2.3/library","2.1.4","recommended","R (>= 3.5.0)","graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"codetools.1","codetools","C:/Program Files/R/R-4.2.3/library","0.2-19","recommended","R (>= 2.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.2.3"
"compiler","compiler","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,NA,NA,NA,NA,"Part of R 4.2.3",NA,NA,NA,NA,NA,"4.2.3"
"datasets","datasets","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,NA,NA,NA,NA,"Part of R 4.2.3",NA,NA,NA,NA,NA,"4.2.3"
"foreign.1","foreign","C:/Program Files/R/R-4.2.3/library","0.8-84","recommended","R (>= 4.0.0)","methods, utils, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"graphics","graphics","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,"grDevices",NA,NA,NA,"Part of R 4.2.3",NA,NA,NA,NA,"yes","4.2.3"
"grDevices","grDevices","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,NA,NA,"KernSmooth",NA,"Part of R 4.2.3",NA,NA,NA,NA,"yes","4.2.3"
"grid","grid","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,"grDevices, utils",NA,NA,NA,"Part of R 4.2.3",NA,NA,NA,NA,"yes","4.2.3"
"KernSmooth.1","KernSmooth","C:/Program Files/R/R-4.2.3/library","2.23-20","recommended","R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,"Unlimited",NA,NA,NA,NA,"yes","4.2.3"
"lattice.1","lattice","C:/Program Files/R/R-4.2.3/library","0.20-45","recommended","R (>= 3.0.0)","grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra","chron","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"MASS.1","MASS","C:/Program Files/R/R-4.2.3/library","7.3-58.2","recommended","R (>= 3.3.0), grDevices, graphics, stats, utils","methods",NA,"lattice, nlme, nnet, survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"Matrix.1","Matrix","C:/Program Files/R/R-4.2.3/library","1.5-3","recommended","R (>= 3.5.0), methods","graphics, grid, lattice, stats, utils",NA,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep","GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.2.3"
"methods","methods","C:/Program Files/R/R-4.2.3/library","4.2.3","base",NA,"utils, stats",NA,"codetools",NA,"Part of R 4.2.3",NA,NA,NA,NA,"yes","4.2.3"
"mgcv.1","mgcv","C:/Program Files/R/R-4.2.3/library","1.8-42","recommended","R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
